Tahun,Unit,KPI,Risiko,Penyebab Risiko,Justifikasi Consequence ,Nilai Consequence Risiko Inheren,Nilai Likelihood Risiko Inheren,Skor Risiko Inheren,Level Risiko Inheren,Respon,Pengendalian Yang Sudah Ada,Rencana Pengendalian,Ukuran Keberhasilan,Target Waktu Penyelesaian,Accountable (A),Responsible (R),Consult (C),Inform (I),Nilai Consequence (Risiko Residu),Nilai Likelihood (Risiko Residu),Level Risiko Residu,Tanggal Disetujui,Risk Analyst,Risk Owner,Menyetujui,Mengetahui,Menyusun,Pencapaian Tujuan Tahunan,Tanggal Diketahui,Risk ID,Status Risiko,ID,Status Dokumen,Skor Risiko Residu,Top Risk,Risk Officer,Tanggal Registrasi,Approver
"2023","TF","Data Quality Integrity (DQI)","Target profit tidak tercapai","Data untuk analisa COPA tidak tersedia","Hasil dari analisa COPA profitability tidak maksimal karena data yang dibutuhkan tidak lengkap","4","3","12","High","Reduce","Data COPA report monthly","1. Monitoring daily DQI dari TFP dan TFC planner.                                                               2. Controlling existing report","1. Monitoring DQI daily tersedia.                   2. Controlling data Profitable Analysis (COPA) dan monthly report  tersedia","Monthly","VP TF","TFS             TFP","SM TFS                 SM TFP","TAB                 TAG","2","1","Low","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-206","Open","206",,"2","Tidak","Ressa Amelya",,
"2023","TF","Data Quality Integrity (DQI)","Structure gap material consume muncul setelah maintenance selesai dilaksanakan","Unit produksi melakukan kesalahan simulasi pada sistem yang berkaitan dengan remove install komponen dan seringkali tidak disiplin dalam melakukan simulasi pada sistem","PN dan SN  yang aktual terpasang dengan status di sistem SWIFT  seringkali berbeda sehingga sulit untuk dilacak keberadaan dan perubahannya","4","4","16","Crisis","Reduce","Daily dan monthly report untuk data structure gap","Controlling existing report","Tidak ada structure gap untuk semua GA Group Fleet","Monthly","VP TF","TFS             TFP","SM TFS                 SM TFP","TAB                 TAG","3","2","Medium","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-207","Open","207",,"6","Ya","Ressa Amelya",,
"2023","TF","Data Quality Integrity (DQI)","Notifikasi dengan status SOD meningkat drastis","Notifikasi yang berstatus open dan di posting postpone tidak diinformasikan ke planner","Pesawat tidak layak terbang karena banyak task maintenance yang terlewat tidak direncanakan","4","4","16","Crisis","Reduce","1. Monthly download untuk notifikasi dengan status open
2. Monthly  report untuk LDND, Close Revision, Close Order, Remove Install dan Techlog status","Controlling existing report","1. Status Postponed untuk Planning Item intensitasnya berkurang
2. DQI LDND, Close Revision, Close Order, Remove Install dan Techlog report tersedia","Monthly","VP TF","TFS             TFP","SM TFS                 SM TFP","TAB                 TAG","3","2","Medium","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-208","Open","208",,"6","Ya","Ressa Amelya",,
"2023","TF","Governance, Risk and Complience (GRC)","Banyaknya temuan audit, keterlambatan penyampaian corrective action report.                             Compliance index value menurun","1. Tidak terpenuhinya tindakan perbaikan dan tindakan pencegahan sesuai target.                                         2. Ketaatan dan kedisiplinan pegawai dalam menjalankan prosedur saat bekerja","1. Keluhan dari Customer dan mendapatkan finding dari otoritas
2. Dapat mengakibatkan insiden atau bahkan kecelakaan jika kesalahannya berakibat fatal","3","4","12","High","Avoid","1. kontrol dan follow-up NCR, IOR, SPC &amp; FCAR dan report ke PDCA SAG TF
2. Mengembangkan program peningkatan kompetensi melalui pelatihan, pendampingan dan penugasan khusus","1. Continue existing control.
2. Akan dibuat aturan dan tata kerja yang lebih terstruktur yang akan ditambahkan pada QP/WI dan bila perlu akan diberikan sanksi yang tegas jika pelanggaran berulang.
3. Akan dibuat laporan monitoring mengenai status follow up finding.","1. Program Controlling Compliance dan Follow up Finding terlaksana
2. QSC (MEDA, NCR, QASR, QAR, SFR, IOR) Follow up Report tersedia
3. Standard Compliancemencapai target 95%
4. FCAR closed","Monthly","VP TF","SM TFS             SM TFP                  SM TFC","TQ","DL                 TAG","2","3","Medium","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-209","Open","209",,"6","Tidak","Ressa Amelya",,
"2023","TF","Continuous Improvement Program","Rendahnya inisiatif continues improvement di lingkungan TF","Tidak adanya sosialisasi ataupun tidak adanya reward untuk Continues Improvement","Target program continues improvement setiap bulan tidak tercapai","2","4","8","Medium","Reduce","Masuk ke dalam IPP masing-masing personel TF","1. Monitoring weekly continues improvement dari LCU TF.                                      2. Adanya reward continues improvement of the month","Monitoring CI weekly tersedia","Monthly","VP TF","TFS-4","SM TFS","DL                   THC","1","2","Low","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-210","Open","210",,"2","Tidak","Ressa Amelya",,
"2023","TF","Continuous Improvement Program","Proses billing yang terhambat dan tidak tepat waktu (overdue) karena customer lama mengirimkan service order/purchase order, approval dokumen pekerjaan, ataupun quotation approval.","Tidak adanya koordinasi antara business support dan CSSM terkait monitoring dokumen billing","Potensi kehilangan revenue untuk line maintenance","4","3","12","High","Avoid","Monitoring menggunakan Trello","Membuat dashboard billing monitoring yang akan diupdate secara rutin oleh team TFS-1","1. Trello monitoring billing tersedia.                     2. Progres billing report tersedia weekly","Weekly","VP TF","TFS-1","SM TFS","DL                     TPM","1","2","Low","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-211","Open","211",,"2","Tidak","Ressa Amelya",,
"2023","TF","Human Capital Readiness (HCR)","Jumlah man power yang terbatas","Budget recruitment yang terbatas","Workload pekerjaan yang tidak seimbang","3","3","9","High","Reduce","Adanya program internship, kerja praktek, dan magang kerja untuk tenaga supporting","Pengadaan manpower pihak ke 3 ke dinas atau unit yang kekurangan manpower","Manpower Quantity Fulfillment","Monthly","VP TF","PDCA People               LCU","SM TFS             SM TFP                  SM TFC","DL                   DC                          TH","2","2","Low","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-212","Open","212",,"4","Tidak","Ressa Amelya",,
"2023","TF","Human Capital Readiness (HCR)","Pengetahuan dan kemampuan planner yang tidak merata. Penyelesaian kendala operasional membutuhkan waktu yang lama","Planner baru yang kurang pengalaman ditugaskan menyelesaikan masalah tertentu","Pengambilan keputusan yang kurang tepat karena jam terbang yang masih kurang.
Eksekusi suatu pekerjaan relatif lebih lama dan menyebabkan waktu tunda yang lama","5","3","15","High","Reduce","Pegawai baru melaksanakan pelatihan kerja ke unit terkait.
Implementasi OJT lebih masif dan fase implementasi OJT lebih terstruktur","1. Melaksanakan program assesment yang efektif.                                                         2. OJT antar dinas atau unit yang terkait","Manpower Quality Fulfillment dan Mentoring program","Monthly","VP TF","PDCA People               LCU","SM TFS             SM TFP                  SM TFC","DL                   DC                          TH","2","2","Low","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-213","Open","213",,"4","Tidak","Ressa Amelya",,
"2023","TF","Human Capital Readiness (HCR)","Kinerja setiap planner ataupun planning engineer tidak dapat terukur","belum ada platform yang ideal untuk pengukuran performa setiap pegawai","Timbul kecemburuan sosial antar pegawai dari hasil assesment yang tidak sesuai","4","3","12","High","Reduce","Implementasi IPP dan IPR","Implementasi PMS index","Performance Management System (PMS) Index","per 6 Month","VP TF","PDCA People               LCU","SM TFS             SM TFP                  SM TFC","DL                   DC                          TH","3","2","Medium","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-214","Open","214",,"6","Tidak","Ressa Amelya",,
"2023","TF","Human Capital Readiness (HCR)","Rencana kerja yang tidak tercapai","Terlalu banyak usulan rencana kegiatan dan pengelompokan rencana kegiatan yang tidak disertai dengan timeline dan deadline yang jelas","Target KPI tidak tercapai","4","4","16","Crisis","Reduce","Melakukan taksonomi meeting secara berkala dan memantau status pelaksanaan rencana kegiatan","Continue existing control","Monthly Report, Meeting Taxonomy, Activity Plan","Monthly","VP TF","PDCA People               LCU","SM TFS             SM TFP                  SM TFC","DL                   DC                          TH","3","2","Medium","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-215","Open","215",,"6","Ya","Ressa Amelya",,
"2023","TF","Organization Capital Readiness (OCR)","Demotivasi personel di lingkungan dinas TF","Tidak ada increment salary dalam 3 tahun terakhir, insentif yang tidak dibayarkan.i","Turn over yang tinggi,","5","5","25","Crisis","Reduce","Program promosi pegawai","1. Adanya increment di tahun 2023.
2. Pembayaran sisa insentif 2019 dan insentif 2021  untuk pegawai sesuai penilaian kinerja.
3. Adanya Present allowance.","1. Turn over yang rendah.                         2. Tingkat kebahagiaan dan kesejahteraan pegawai tinggi","Monthly","VP TF","PDCA People","SM TFS             SM TFP                  SM TFC","DL                      DC                        TH","3","3","High","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-216","Open","216",,"9","Tidak","Ressa Amelya",,
"2023","TF","Information Capital Readiness (ICR)","Adanya kebocoran data internal GMF ke pihak luar GMF","1. Pelaksanaan maintenance planning masih menggunakan metode konvesional, berbagi informasi krudensial di Whatsaap, menyusun keplanningan di Excel, dan lain-lain.                                      2. Kurangnya SDM yang memiliki keterampilan dan bakat terkait digital transformation","Due date penagihan terlewat lama dari batas waktu wajar","3","3","9","High","Reduce","1. Monitoring menggunakan Trello.
2. Penggunaan Sharepoint Online.yang dapat di monitoring dan di edit bersama","1. Dashboard monitoring menggunakan power apps dan power automate.
2. &%2339;Dikembangkan platform AMS (Enhance &amp; Rebuild Aircraft Maintenance System) dan SPRIM untuk Line Maintenance","1. Pegawai memiliki kemampuan untuk menggunakan aplikasi power apps dan power automate.                    2. AMS dan SPRIM untuk Line Maintenance tersedia","Monthly","VP TF","TDI","SM TFS             SM TFP                  SM TFC","DL               DB","3","2","Medium","3/28/2023","Dwi Wahyu Kartiko","Wayan Winten Adnyano","Wayan Winten Adnyano","Chairuddin",,,"3/30/2023","KPI-TF-2023-217","Open","217",,"6","Tidak","Ressa Amelya",,
"2023","TV","F.1.1 Operating Profit Margin","NPPA <15%","NPPA tidak disetujui customer","Potensi mengurai profit","3","2","6","Medium","Reduce","Belum ada","Persetujuan pekerjaan NPPA diajukan EO sebelum dikerjakan","NPPA ≥ 15%","Q4 2023","VP TV","EO","TP","DB, TAG","2","2","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-218","Open","218",,"4","Tidak","Achmad Muchlis",,
"2023","TV","F.1.1 Operating Profit Margin","Operating profit margin <8%","Pendapatan dari repair Engine/APU tidak sesuai target.","target KPI tidak tercapai","3","2","6","Medium","Reduce","Belum ada","Project Profitability Analysis","Profit margin ≥ 8%","Q4 2023","VP TV","TVE","TP, TA","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-219","Open","219",,"2","Tidak","Achmad Muchlis",,
"2023","TV","F.1.2 Inventory","Part WFR >7 hari di GAEM 3000","Part terlambat di update statusnya","Part selesai direpair tidak sesuai jadwal","3","2","6","Medium","Reduce","Kontrol WFR & Part Intransit review by TVE-3","In transit Material Monitoring","WFR ≤ 7 hari di GAEM 3000","Monthly","VP TV","TVE-3","TVP-1/2, TVU-1, TVE-2","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-220","Open","220",,"2","Tidak","Achmad Muchlis",,
"2023","TV","F.1.3 COPQ","Rework engine/APU","Salah konfigurasi engine/APU","Engine/APU tidak airworhty","3","2","6","Medium","Avoid","Mentoring Program","Continue Mentoring Program","No rework","Q4 2023","VP TV","TVP, TVU, TVW-1","THW","DB, TAG","3","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-221","Open","221",,"3","Tidak","Achmad Muchlis",,
"2023","TV","F.1.3 COPQ","EGTM/Performance Engine/APU tidak mencapai target","Target EGTM/Performance Engine/APU tidak tercapai sesuai workscope","Engine/APU rework assembly","3","2","6","Medium","Reduce","Mentoring Program","Continue Mentoring Program","Target performance engine/APU tercapai","Q4 2023","VP TV","TVE, TVP,TVU, TVW-1","THW","DB, TAG","2","2","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-222","Open","222",,"4","Tidak","Achmad Muchlis",,
"2023","TV","F.1.3 COPQ","Engine/APU premature removal","Engine/APU faulty dalam masa garansi","Klaim garansi dari customer","3","2","6","Medium","Reduce","Mentoring Program","Continue Mentoring Program","No Engine/APU premature removal","Q4 2023","VP TV","TVE","TVP, TVU","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-223","Open","223",,"2","Tidak","Achmad Muchlis",,
"2023","TV","F.1.3 COPQ","Tool rusak / Improper","-Usia tool tinggi
-aus akibat pemakaian","Potensi COPQ","3","3","9","High","Reduce","Belum ada","PMI Tools Monitoring","No tool broken/improper being used","Q4 2023","VP TV","TVU-6","TVP, TVU","DB, TAG","2","2","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-224","Open","224",,"4","Ya","Achmad Muchlis",,
"2023","TV","C.1.1. Customer Satisfaction Index","nilai customer feedback score rata-rata kurang dari 4.0","Customer tidak puas","KPI CSI tidak tercapai","3","2","6","Medium","Reduce","CSI Improvement Program","Continue CSI Improvement Program","CSI Score 4","Q4 2023","VP TV","TVE-1, EO","VP TV, TP","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-225","Open","225",,"2","Tidak","Achmad Muchlis",,
"2023","TV","C.2.1. Customer SLA Fulfillment","Gate System Project tidak berjalan baik","Gate system project tidak terkontrol","Pekerjaan tidak selesai sesuai jadwal Gate-nya","3","2","6","Medium","Reduce","Dikontrol PPC","Handover Jobcard (HOJC) control","HOJC dilakukan dan terkontrol untuk setiap project","Q4 2023","VP TV","TVP-6, TVU-5","TVP, TVU","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-226","Open","226",,"2","Tidak","Achmad Muchlis",,
"2023","TP","Revenue","Penurunan performa utilisasi pesawat terhadap RKAP (PBTH GA)","Utilisasi pesawat tidak sesuai plan pada RKAP
","- Berpotensi pada pengurangan revenue PBTH GA
- Proyeksi revenue perusahaan tidak tercapai""
","5","4","20","Crisis","Reduce","- Monthly Revenue Review
- Close coordination dengan Key Account Customer
","- Monthly Revenue Review
- Close coordination dengan Key Account Customer""
","- Summary Revenue Report Available
- Target revenue tercapai setiap bulan""
","Monthly","TP","KAM & CSSM","VP TP","Direksi","3","2","Medium","4/10/2023","Albert Ferdinand Christian","Rajesh Ferdinand Kusuma","Rajesh Ferdinand Kusuma","Chairuddin",,,"4/11/2023","KPI-TP-2023-227","Open","227",,"6","Ya","Resi Octovianisa Putri","3/29/2023",
"2023","TP","Revenue","Pembatalan/ pengurangan atau perubahan jadwal maintenance GA & NGA","- Internal customer issue
- Perubahan jadwal maintenance
- Keterbatasan slot""
","- Berpotensi pada pengurangan revenue TMB GA & NGA
- Proyeksi revenue perusahaan tidak tercapai""
","5","4","20","Crisis","Reduce","- Monthly Revenue Review
- Mempersiapkan additional sales repalcement""
","- Monthly Revenue Review
- Mempersiapkan additional sales repalcement
- Mempersiapkan kebutuhan slot dan menjaga kualitas layanan""
","- Summary Revenue Report Available
- Target revenue tercapai setiap bulan""
","Monthly","TP","KAM, AM, AMS, CSSM","VP TP","Direksi","3","2","Medium","4/10/2023","Albert Ferdinand Christian","Rajesh Ferdinand Kusuma","Rajesh Ferdinand Kusuma","Chairuddin",,,"4/11/2023","KPI-TP-2023-228","Open","228",,"6","Ya","Resi Octovianisa Putri","3/29/2023",
"2023","TP","Budget Realization","Realisasi budget dinas TP mengalami over budget","- Munculnya biaya-biaya marketing yang tidak direncanakan dalam yearly marketing plan
- Munculnya biaya-biaya yang terjadi pada periode sebelumnya yang belum dibayarkan""
","- Berpotensi menghambat pelaksanaan kegiatan yang telah dianggarkan
- Brand image GMF yang kurang baik pada vendor event dsb""
","3","4","12","High","Reduce","- Realisasi anggaran sesuai prosedur
- Monitoring realiasi anggaran setiap bulan","- Melakukan koordinasi dengan unit Accounting & Financial Analysis untuk merapikan pencatatan biaya
- Monitoring evaluasi realisasi anggaran","- Monitoring Realisasi anggaran  terlaksana setiap bulannya
- Realisasi anggaran < budget""
","Monthly","TP","TP","TA","TA","1","2","Low",,"Albert Ferdinand Christian","Rajesh Ferdinand Kusuma",,,,,,"KPI-TP-2023-229","Open","229",,"2","Tidak","Resi Octovianisa Putri","3/29/2023",
"2023","TP","Collection","Cash in kurang dari monthly plan","AR Overdue
","- Berpotensi menghambat pelaksanaan kegiatan maintenance yang telah direncanakan","4","4","16","Crisis","Reduce","- Intensive Collection dan Customer Visit Program
- AR Reconciliation (Current & Aging) with TX and Customer","Close coordination dengan unit TA dan TX","- Tidak ada AR overdue
- Report AR tersedia
- 85% AR collected","Quarterly","TP","TPM","VP TP, TA, TX","Direksi","3","2","Medium",,"Albert Ferdinand Christian","Rajesh Ferdinand Kusuma",,,,,,"KPI-TP-2023-230","Open","230",,"6","Ya","Resi Octovianisa Putri","3/29/2023",
"2023","TP","Customer Satisfaction Index","Customer tidak kembali melakukan perawatan pesawat di GMF","- Penanganan complaint yang kurang baik
- Tidak ada improvement","- Customer tidak loyal
- Brand image GMF yang kurang baik di mata pelanggan","3","3","9","High","Reduce","- Conduct & Evaluate Customer Survey
- Complaint Handling Management
- Customer Advocacy
- PPR Report, Complaint dan corrective action report","Close coordination dengan unit terkait untuk mengetahui customer voice
","- Complaint, dan Closing Rate menurun
- Corrective action terlaksana
- Nilai CSI GMF 4","Yearly","TP","Related Unit, TPC","VP TP","All","1","1","Low","4/10/2023","Albert Ferdinand Christian","Rajesh Ferdinand Kusuma","Rajesh Ferdinand Kusuma","Chairuddin",,,"4/11/2023","KPI-TP-2023-231","Open","231",,"1","Ya","Resi Octovianisa Putri","3/29/2023",
"2023","TP","Customer Portfolio Index","Pasar tidak berkembang sesuai plan","- Tidak adanya customer baru/ key account customer baru
- Strategy marketing yang kurang efektif
- Strategy sales yang kurang efektif","Berpotensi tidak mendapatkan pelanggan baru dan atau tidak ada perkembangan volume maintenance dari pelanggan","3","2","6","Medium","Reduce","- Market research dan intelligence untuk marketing blueprint
- Sales & Marketing strategy
- Pricing strategy
- Product development strategy","Close coordination dengan unit terkait untuk merencanakan dan melaksanakan strategy yang telah direncanakan
","- Marketing blueprint tersedia dan terlaksana
- Pricing catalogue tersedia
- Marketing & sales strategy terlaksana
","Quarterly","TP","TPC","VP TP","TP","2","2","Low",,"Albert Ferdinand Christian","Rajesh Ferdinand Kusuma",,,,,,"KPI-TP-2023-232","Open","232",,"4","Tidak","Resi Octovianisa Putri","3/29/2023",
"2023","TP","DQI / Sales Order Open","Cash in yang tertunda","Performance DQI SO Open tidak 100%","Proyeksi sales perusahaan tidak mencapai target
","3","4","12","High","Reduce","Monitoring progress pekerjaan dan segera closed SO Open setelah project selesai","Close coordination dengan unit terkait untuk monitor pekerjaan
","Performance DQI SO Open 100%
","Monthly","TP","AM, AMS, TPM","VP TP","VP TP","3","2","Medium","4/10/2023","Albert Ferdinand Christian","Rajesh Ferdinand Kusuma","Rajesh Ferdinand Kusuma","Chairuddin",,,"4/11/2023","KPI-TP-2023-233","Open","233",,"6","Tidak","Resi Octovianisa Putri","3/29/2023",
"2023","TP","GRC","Tidak comply terhadap regulasi","Tidak comply terhadap regulasi	Adanya ketidahtahuan Personil terhadap regulasi/prosedur
","Finding dari authority (FCAR, NCR)
","5","2","10","Low","Reduce","""Mengontrol aktivitas agar tetap sesuai dengan koridor QSC, FCAR, dan GCG
""
","- Melakukan review prosedur bisnis secara rutin oleh seluruh bidang
- pelaksanaan sharing session untuk sosialisasi ke internal TP","- Review prosedur bisnis terlaksana
- Sharing session terlaksana setidaknya untuk sosialisasi 1 regulasi yang vital/ terupdate ","Quarterly","TP","PDCA SAG & PDCA GCG","TS, TQ, TI","TP","4","1","Low",,"Albert Ferdinand Christian","Rajesh Ferdinand Kusuma",,,,,,"KPI-TP-2023-234","Open","234",,"4","Tidak","Resi Octovianisa Putri","3/29/2023",
"2023","TP","Progress Billing","- Keterlambatan pembayaran oleh pelanggan - Cash in yang tertunda","Progress Billing tidak on-time sesuai project pekerjaan berjalan
","- Proyeksi revenue perusahaan tidak mencapai target
- Terhambatnya proses maintenance pelanggan yang berpengaruh pada TAT","5","3","15","High","Reduce","Close coordination dengan unit terkait untuk monitor pekerjaan
","Close coordination dengan unit terkait untuk monitor pekerjaan
","80% Billing dilakukan on time sesuai dengan progress pekerjaan 
","Monthly","TP","KAM, AM, AMS, TPM ","TA","VP TP","3","2","Low","4/10/2023","Albert Ferdinand Christian","Rajesh Ferdinand Kusuma","Rajesh Ferdinand Kusuma","Chairuddin",,,"4/11/2023","KPI-TP-2023-235","Open","235",,"6","Ya","Resi Octovianisa Putri","3/29/2023",
"2023","TP","Continuous Improvement Program","Target Go-live program inisiatif digital Korporat tidak tercapai","Adanya keterbatasan biaya, personil, dan waktu untuk merealisasikan Continuous Improvement Program
","Berpotensi menghambat pekerjaan operasional di dinas TP
","2","3","6","Medium","Reduce","Develop G-smart dengan rencana improvement proses bisnis yang efektif

","Monitoring progress implementasi digital inisiatif korporat secara bulanan
","Go-live G-smart dengan improvement business process
","Semesterly","TP","TPR, TPC","TDO, TDI","VP TP","4","1","Low",,"Albert Ferdinand Christian","Rajesh Ferdinand Kusuma",,,,,,"KPI-TP-2023-236","Open","236",,"4","Tidak","Resi Octovianisa Putri","3/29/2023",
"2023","TP","Human Capital Readiness","Tidak terpenuhinya ketersediaan personnel dan kompetensinya sesuai dengan kebutuhan internal unit TD","Keterlambatan dalam pemenuhan dan training manpower
","Kekurangan personil dan aktivitas bisnis tidak dapat berjalan sesuai dengan target
","1","2","2","Low","Reduce","- Melakukan koordinasi dengan dinas TH untuk menjaga jumlah manpower dinas TP
- Memonitor ketersediaan jadwal training dan menjadwalkan training personil dinas TP","- Melakukan koordinasi dengan dinas TH untuk menjaga jumlah manpower dinas TP
- Memonitor ketersediaan jadwal training dan menjadwalkan training personil dinas TP","- Jumlah manpower dinas TP tersedia sesuai dengan MPP
- Event training terlaksana dan diikuti oleh personil dinas TP","Monthly","TP","PDCA People","TH","VP TP","1","2","Low",,"Albert Ferdinand Christian","Rajesh Ferdinand Kusuma",,,,,,"KPI-TP-2023-237","Open","237",,"2","Tidak","Resi Octovianisa Putri","3/29/2023",
"2023","TP","Organization Capital Readiness","Tidak terlaksananya program AOC internal unit","Kurangnya pemahaman personil internal unit atas program-program AoC
","Rencana penanaman culture perusahaan tidak sesuai target
","1","2","2","Low","Reduce","- Melakukan koordinasi dengan dinas TH untuk menjaga jumlah manpower dinas TP
- Memonitor ketersediaan jadwal training dan menjadwalkan training personil dinas TP","- Melakukan koordinasi dengan dinas TH untuk menjaga jumlah manpower dinas TP
- Memonitor ketersediaan jadwal training dan menjadwalkan training personil dinas TP","- Jumlah manpower dinas TP tersedia sesuai dengan MPP
- Event training terlaksana dan diikuti oleh personil dinas TP","Monthly","TP","PDCA People","TH","VP TP","1","2","Low",,"Albert Ferdinand Christian","Rajesh Ferdinand Kusuma",,,,,,"KPI-TP-2023-239","Open","239",,"2","Tidak","Resi Octovianisa Putri","3/29/2023",
"2023","TP","Information Capital readiness","Target Go-live program inisiatif digital Korporat tidak tercapai","Keterbatasan biaya dan ketersediaan personil untuk pengembangan program inisiatif digital Korporat
","Program digital inisiatif digital TP tidak terlaksana yang mempengaruhi operasional TP
","2","2","4","Low","Reduce","Monitoring progress secara berkala
","Monitoring progress implementasi digital inisiatif korporat secara bulanan
","Laporan progress implementasi digital inisiatif korporat tersedia 
","Monthly","TP","PDCA Biz","VP TP","VP TP","1","1","Low",,"Albert Ferdinand Christian","Rajesh Ferdinand Kusuma",,,,,,"KPI-TP-2023-241","Open","241",,"1","Ya","Resi Octovianisa Putri","3/29/2023",
"2023","TV","I1.1 Productivity","Laporan produktivitas tidak detail","Laporan produktivitas bulanan dinilai terlalu lama","Laporan kurang detail","3","2","6","Medium","Reduce","Monthly Productivity Report","Weekly Productivity Report","Report tersedia weekly","Q4 2023","VP TV","TVP-6, TVU-5","TVP, TVU","DB, TAG","2","2","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-242","Open","242",,"4","Tidak","Achmad Muchlis",,
"2023","TV","I1.1 Productivity","Kemampuan sub-assy module personil tidak merata.","Tidak ada personil khusus line modular","Variasi TAT penyelesaian assembly modul tinggi","3","2","6","Medium","Reduce","no dedicated modular manpower","Line Modular Manpower Assigment","Dedicated modular group manpower assigned","Q4 2023","VP TV","TVP-6, TVU-5","TVU, TVP","DB, TAG","2","2","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-243","Open","243",,"4","Tidak","Achmad Muchlis",,
"2023","TV","I1.1 Productivity","Penyelesaian assembly modul molor","Pengukuran TAT dari keseluruhan penyelesaian project","TAT penyelesaian modul tidak tergambar","3","2","6","Medium","Reduce","TAT measured at whole project","Line Modular Task TAT accuracy","TAT modular inline with plan","Q4 2023","VP TV","TVP-6, TVU-5","TVP, TVU","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-244","Open","244",,"2","Tidak","Achmad Muchlis",,
"2023","TV","I1.2 Governance, Risk and Compliance (GRC)","NCR Overdue","NCR tidak terkontrol","NCR naik level","3","2","6","Medium","Reduce","dikontrol TVW-1","NCR dikontrol TVW-1","Tidak ada NCR overdue","Q4 2023","VP TV","TVW-1","TVU, TVP, TVE","DB, TAG","2","1","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-245","Open","245",,"2","Tidak","Achmad Muchlis",,
"2023","TV","I1.2 Governance, Risk and Compliance (GRC)","Mendapat MEDA","terjadi COPQ","MEDA harus dijawab & diimplementasikan","3","2","6","Medium","Reduce","Belum ada","Surveillance rutin bekerjasama dengan TQS-1","Tidak terbit MEDA","Q4 2023","VP TV","TVW-1","TQS-1, TVU, TVP, TVE","DB, TAG","2","2","Low","4/3/2023","Ria Asyrofa","I Made Sulandra","I Made Sulandra","Chairuddin",,,"4/5/2023","KPI-TV-2023-246","Open","246",,"4","Tidak","Achmad Muchlis",,
